Suite,Method,Function,Median,IQR,N
Synthetic,GA-BO-TR (ELA-γ),Branin,8.164542221744675e-06,1.0583297085808852e-05,15
Synthetic,GA-BO-TR (ELA-γ),Hartmann-6D,0.00010453055122949806,0.1193311525099352,15
Synthetic,GA-BO-TR (ELA-γ),Ackley-5D,0.6555060178439551,0.3013244657483032,15
Synthetic,GA-BO-TR (ELA-γ),Ackley-10D,2.7428953349012386,1.1926469419026766,15
Synthetic,GA-BO-TR (ELA-γ),Ackley-20D,5.586122772857173,0.6799587806717255,15
Synthetic,GA-BO-TR (ELA-γ),Rastrigin-5D,19.196269110272006,26.771853617143584,15
Synthetic,GA-BO-TR (ELA-γ),Rastrigin-10D,86.20962821800086,20.04805553618118,15
Synthetic,GA-BO-TR (ELA-γ),Rosenbrock-4D,3.2218114754259166,2.460726247637758,15
Synthetic,GA-BO-TR (ELA-γ),Levy-6D,1.9249729136611364,3.3539680923557196,15
Synthetic,GA-BO-TR (cosine γ),Branin,3.4608770204114236e-06,3.1708504701910556e-06,15
Synthetic,GA-BO-TR (cosine γ),Hartmann-6D,0.00024414275823048115,0.11955151332717362,15
Synthetic,GA-BO-TR (cosine γ),Ackley-5D,0.7050985615907739,0.21551870314161548,15
Synthetic,GA-BO-TR (cosine γ),Ackley-10D,2.677896707205037,0.9203579024340343,15
Synthetic,GA-BO-TR (cosine γ),Ackley-20D,5.186124934315309,0.43390872544388515,15
Synthetic,GA-BO-TR (cosine γ),Rastrigin-5D,27.90274873647686,14.21449571820973,15
Synthetic,GA-BO-TR (cosine γ),Rastrigin-10D,81.65881308530778,17.96018508662941,15
Synthetic,GA-BO-TR (cosine γ),Rosenbrock-4D,3.3564371248915816,1.4377388136761802,15
Synthetic,GA-BO-TR (cosine γ),Levy-6D,1.0917893858346817,2.680740252351489,15
Synthetic,TuRBO-1,Branin,9.238462039717898e-05,0.00018224989498971667,15
Synthetic,TuRBO-1,Hartmann-6D,0.09727496926958645,0.10433688810568675,15
Synthetic,TuRBO-1,Ackley-5D,1.0834847220542092,0.733593176900456,15
Synthetic,TuRBO-1,Ackley-10D,4.062872180862062,0.4231321836526667,15
Synthetic,TuRBO-1,Ackley-20D,7.864835780998687,1.1323129217256946,15
Synthetic,TuRBO-1,Rastrigin-5D,24.73848832530781,13.863149794905393,15
Synthetic,TuRBO-1,Rastrigin-10D,90.51658601530505,27.067276375780153,15
Synthetic,TuRBO-1,Rosenbrock-4D,3.1313355462869303,1.647578788329171,15
Synthetic,TuRBO-1,Levy-6D,2.32165715066096,3.5378964893606186,15
Synthetic,HEBO,Branin,0.7665537909736518,1.3046719777255569,15
Synthetic,HEBO,Hartmann-6D,1.613474647013742,0.7056397385000581,15
